Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
3206,Buteo oreophilus,Accipitridae,Accipitriformes,AVIBASE-5BFEFD9A,7,2,4,1,4,35.1,19.6,11.4,15.3,70.9,346.0,124.7,221.3,36.0,182.5,700.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-11.21,13.65,1.09,35.38,674707.01
3185,Buteo plagiatus,Accipitridae,Accipitriformes,AVIBASE-943AA4FB,4,2,2,0,4,34.1,20.9,11.4,17.2,78.7,267.9,81.6,186.3,30.5,162.0,519.0,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,9.36,33.17,19.92,-96.08,1432406.12
3189,Buteo platypterus,Accipitridae,Accipitriformes,AVIBASE-79F3C681,13,6,7,0,4,28.3,17.8,11.1,14.4,53.4,277.7,103.7,177.4,36.9,178.8,453.7,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Vertivore,Insessorial,11.13,55.30,42.90,-87.09,4864047.78
3205,Buteo refectus,Accipitridae,Accipitriformes,AVIBASE-1029A4CA,3,2,1,0,3,33.4,20.4,11.8,16.1,64.9,346.0,125.7,220.3,36.3,173.3,759.1,DataFromSplit,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Insessorial,26.58,34.75,29.54,82.67,411852.38
3199,Buteo regalis,Accipitridae,Accipitriformes,AVIBASE-BA9191BC,5,2,3,0,4,41.3,23.8,18.3,20.2,81.6,431.0,179.2,254.5,41.3,240.6,1437.2,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Generalist,33.21,53.30,43.14,-108.76,2780053.23
3187,Buteo ridgwayi,Accipitridae,Accipitriformes,AVIBASE-AE294FD9,4,1,3,0,2,26.5,14.9,9.8,14.2,65.8,222.5,73.9,148.6,33.4,144.2,315.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,18.97,19.27,19.07,-69.57,210.23
3209,Buteo rufinus,Accipitridae,Accipitriformes,AVIBASE-CC65921F,4,2,2,0,4,41.6,23.5,14.0,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.2,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Generalist,13.22,53.66,40.86,49.85,8574436.83
3202,Buteo rufofuscus,Accipitridae,Accipitriformes,AVIBASE-22031845,5,2,3,0,4,39.8,23.2,13.4,17.9,84.9,413.2,140.6,275.9,33.8,190.4,1530.0,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Generalist,-34.84,-19.37,-28.14,23.03,1533534.66
3210,Buteo socotraensis,Accipitridae,Accipitriformes,AVIBASE-9081D32C,3,2,1,0,3,37.8,20.8,14.1,18.0,84.0,323.0,115.8,207.2,35.2,176.7,759.1,DataFromSplit,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Insessorial,12.30,12.71,12.51,53.87,3622.40
3190,Buteo solitarius,Accipitridae,Accipitriformes,AVIBASE-7B3AB998,4,1,2,1,2,31.8,20.4,13.2,15.9,72.7,270.2,92.3,178.0,34.1,160.5,500.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,18.99,20.27,19.60,-155.53,6957.48
3193,Buteo swainsoni,Accipitridae,Accipitriformes,AVIBASE-DE473F42,6,2,3,1,4,35.3,21.0,13.6,16.6,60.7,383.7,175.2,201.8,46.6,193.6,946.6,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Insessorial,24.73,57.08,40.95,-107.07,4303055.16
3207,Buteo trizonatus,Accipitridae,Accipitriformes,AVIBASE-C2AD2E83,4,2,2,0,4,34.0,18.0,11.4,15.1,67.6,345.8,131.5,214.2,37.9,184.0,568.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-34.84,-32.20,-33.55,22.91,101450.72
3197,Buteo ventralis,Accipitridae,Accipitriformes,AVIBASE-40692C15,2,1,1,0,2,37.2,23.2,13.0,19.0,76.8,359.0,118.4,240.6,33.0,221.5,1190.5,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,-55.92,-35.01,-47.95,-71.73,536992.07
3168,Buteogallus aequinoctialis,Accipitridae,Accipitriformes,AVIBASE-478C48D0,4,1,0,3,4,36.1,23.3,11.2,16.0,73.3,316.2,78.8,237.5,24.9,147.2,657.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-25.99,10.72,-3.65,-47.36,132570.12
3166,Buteogallus anthracinus,Accipitridae,Accipitriformes,AVIBASE-97FDBB06,5,2,3,0,4,39.6,25.1,12.9,17.5,78.6,355.2,106.0,239.5,30.7,206.2,975.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-3.68,34.70,18.62,-93.02,1898078.97
3173,Buteogallus coronatus,Accipitridae,Accipitriformes,AVIBASE-ABDAC20A,6,3,1,2,4,60.9,39.9,15.8,29.7,119.4,533.0,177.5,361.2,33.0,262.2,2950.0,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Insessorial,-38.92,-9.72,-22.07,-55.75,4233989.28
3167,Buteogallus gundlachii,Accipitridae,Accipitriformes,AVIBASE-048545EA,4,0,3,1,4,39.6,24.4,12.3,17.3,85.2,348.1,112.6,235.6,32.4,190.0,975.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Omnivore,Insessorial,19.83,23.28,21.78,-80.11,14641.79
3170,Buteogallus lacernulatus,Accipitridae,Accipitriformes,AVIBASE-2EA48BBF,5,0,1,4,4,34.8,21.5,11.7,15.5,77.2,293.8,87.0,207.2,29.6,157.0,312.0,Inferred,NA,YES,Body Mass,Leucopternis melanops,Forest,1,1,Carnivore,Vertivore,Insessorial,-27.15,-5.72,-17.46,-41.19,139998.95
3169,Buteogallus meridionalis,Accipitridae,Accipitriformes,AVIBASE-BAA762A5,8,1,2,5,4,36.0,24.2,11.6,18.1,93.4,416.4,130.9,287.4,31.1,217.4,808.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Insessorial,-44.24,12.46,-12.06,-55.31,10432463.33
3165,Buteogallus schistaceus,Accipitridae,Accipitriformes,AVIBASE-B2A7EC84,5,0,1,4,4,35.5,22.6,12.6,18.1,75.7,272.0,70.0,204.5,25.5,173.2,1000.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-17.91,4.95,-5.46,-66.17,3642728.14
3172,Buteogallus solitarius,Accipitridae,Accipitriformes,AVIBASE-5C9AF2BE,6,0,2,4,4,58.6,36.8,18.7,28.0,120.4,526.2,150.6,370.9,28.9,245.3,3000.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-23.22,29.01,3.86,-82.33,998204.29
3171,Buteogallus urubitinga,Accipitridae,Accipitriformes,AVIBASE-EE908632,9,3,5,1,6,46.0,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22.0,255.6,1152.9,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial,-35.14,28.11,-7.52,-61.52,13126253.65
2967,Chelictinia riocourii,Accipitridae,Accipitriformes,AVIBASE-22832FF4,5,2,3,0,4,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192.0,110.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,-0.08,19.65,14.35,10.53,5425285.72
2970,Chondrohierax uncinatus,Accipitridae,Accipitriformes,AVIBASE-DCB3560C,7,3,3,1,4,36.2,27.0,12.4,18.4,33.6,285.3,59.8,224.2,21.0,197.6,286.1,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial,-27.24,26.30,-2.71,-64.20,9787616.08
2971,Chondrohierax wilsonii,Accipitridae,Accipitriformes,AVIBASE-B028452B,1,1,0,0,1,38.4,30.4,11.8,20.6,23.0,244.0,63.5,180.5,26.0,185.0,286.1,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial,20.18,20.75,20.47,-74.96,3890.11
3002,Circaetus beaudouini,Accipitridae,Accipitriformes,AVIBASE-F4E78AFA,5,4,1,0,4,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500.0,Inferred,NA,YES,Body Mass,Circaetus pectoralis,Woodland,2,1,Carnivore,Vertivore,Insessorial,5.44,20.86,11.20,6.20,3453409.14
3006,Circaetus cinerascens,Accipitridae,Accipitriformes,AVIBASE-4327F813,4,2,2,0,4,42.2,29.0,13.5,21.7,68.1,379.5,115.2,264.2,30.4,220.5,1126.0,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-21.40,16.00,-0.60,18.67,5762003.00
3004,Circaetus cinereus,Accipitridae,Accipitriformes,AVIBASE-6904D83F,5,2,3,0,4,54.7,40.6,15.8,28.6,94.3,517.8,222.0,295.2,42.9,254.0,2048.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-30.93,18.54,-3.63,22.83,11541044.04
3005,Circaetus fasciolatus,Accipitridae,Accipitriformes,AVIBASE-9F2839A9,4,0,1,3,4,39.8,27.7,13.9,23.0,71.7,362.2,101.5,260.8,28.0,227.0,1013.6,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Vertivore,Insessorial,-29.24,1.34,-10.35,37.83,734455.97
3001,Circaetus gallicus,Accipitridae,Accipitriformes,AVIBASE-8372FFBA,5,2,3,0,4,47.0,35.0,15.5,24.6,90.9,537.0,216.8,320.2,40.5,280.4,1699.1,Dunning,NA,NO,NA,NA,Woodland,3,3,Carnivore,Vertivore,Aerial,-10.94,60.60,40.79,51.26,12695589.93
3003,Circaetus pectoralis,Accipitridae,Accipitriformes,AVIBASE-BF553D32,5,2,3,0,4,46.7,33.8,14.6,23.1,83.8,527.8,229.0,303.5,43.0,259.4,1500.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Generalist,-31.71,15.86,-10.32,28.83,9328714.60
3068,Circus aeruginosus,Accipitridae,Accipitriformes,AVIBASE-E2A19474,13,6,7,0,4,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Vertivore,Aerial,29.17,66.56,50.03,51.14,13390803.81
3071,Circus approximans,Accipitridae,Accipitriformes,AVIBASE-1ACF5A6E,8,6,2,0,8,39.5,21.9,11.9,16.4,89.3,406.9,181.9,225.0,44.7,233.2,746.2,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Vertivore,Aerial,-47.28,-13.07,-33.90,146.38,2033024.84
3076,Circus assimilis,Accipitridae,Accipitriformes,AVIBASE-811762D2,9,6,3,0,8,36.1,20.2,11.2,16.2,95.2,421.6,191.6,234.0,45.0,271.1,558.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,-39.14,1.76,-25.00,134.02,7817547.59
3075,Circus buffoni,Accipitridae,Accipitriformes,AVIBASE-07E22FE2,4,2,2,0,4,41.4,20.9,12.7,16.6,85.3,436.0,210.0,226.0,48.2,265.0,507.4,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,-41.17,10.70,-22.38,-55.29,4327364.53
3080,Circus cinereus,Accipitridae,Accipitriformes,AVIBASE-83DC8765,9,3,5,1,4,29.8,15.7,9.3,12.9,67.5,344.5,154.5,194.7,44.3,240.4,399.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,-55.98,6.79,-36.62,-69.21,2424495.35
3078,Circus cyaneus,Accipitridae,Accipitriformes,AVIBASE-F558C7F9,9,4,4,1,3,30.1,16.0,9.7,13.0,72.1,352.4,158.9,197.1,44.7,131.7,393.0,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,37.61,73.38,58.07,84.36,17331412.86
3079,Circus hudsonius,Accipitridae,Accipitriformes,AVIBASE-A091D50A,4,2,2,0,4,31.1,17.2,10.1,13.2,82.0,360.9,161.1,199.8,44.6,212.9,393.0,DataFromSplit,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,30.02,69.80,52.86,-111.67,12347245.55
3074,Circus macrosceles,Accipitridae,Accipitriformes,AVIBASE-C194112D,8,3,5,0,7,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Aerial,-24.47,-11.36,-19.14,46.18,412352.02
3081,Circus macrourus,Accipitridae,Accipitriformes,AVIBASE-22647E26,9,4,5,0,4,29.5,15.0,9.7,12.7,68.0,351.2,185.0,168.4,52.4,226.6,384.4,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,41.23,58.45,51.02,62.85,6168290.72
3073,Circus maillardi,Accipitridae,Accipitriformes,AVIBASE-02B81454,5,1,4,0,4,37.4,19.9,11.1,16.6,83.5,353.2,144.0,214.8,40.2,229.0,663.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-21.36,-20.88,-21.10,55.53,1488.84
3077,Circus maurus,Accipitridae,Accipitriformes,AVIBASE-A41CD4E7,5,2,0,3,4,31.7,17.0,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial,-34.84,-18.52,-30.91,22.27,597211.38
3082,Circus melanoleucos,Accipitridae,Accipitriformes,AVIBASE-1EA96AE1,5,2,3,0,4,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214.0,336.3,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,25.99,54.28,49.10,122.04,1811211.65
3083,Circus pygargus,Accipitridae,Accipitriformes,AVIBASE-63B6412E,7,3,4,0,4,26.1,13.5,8.6,11.2,62.0,362.3,188.0,173.3,52.0,224.8,310.8,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,30.56,60.25,49.91,45.80,6837154.32
3072,Circus ranivorus,Accipitridae,Accipitriformes,AVIBASE-2A2C169B,5,2,3,0,4,35.4,18.9,11.1,14.1,84.5,363.2,163.2,207.5,44.0,226.8,507.0,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Vertivore,Aerial,-34.84,5.39,-14.60,29.56,4426338.22
3069,Circus spilonotus,Accipitridae,Accipitriformes,AVIBASE-A2F048C0,4,2,2,0,4,38.3,20.0,12.1,15.9,86.3,407.2,194.2,213.0,47.7,241.2,558.8,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Aerial,39.66,64.43,52.88,121.45,5723030.46
3070,Circus spilothorax,Accipitridae,Accipitriformes,AVIBASE-9D4669E5,5,1,3,1,5,35.3,20.9,11.9,14.4,89.1,377.4,133.0,244.4,35.4,215.6,558.8,DataFromSplit,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Aerial,-10.15,-3.93,-7.05,144.56,76450.96
3044,Clanga clanga,Accipitridae,Accipitriformes,AVIBASE-BAC4CA22,5,2,3,0,4,50.2,31.2,15.6,23.2,96.8,510.6,192.2,314.8,37.9,261.4,2154.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Generalist,38.72,65.94,55.15,73.97,8980278.98
3043,Clanga hastata,Accipitridae,Accipitriformes,AVIBASE-3A985C9F,4,2,2,0,4,44.4,26.4,14.0,18.9,90.2,456.5,191.8,264.8,42.0,208.5,1359.4,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Vertivore,Generalist,8.07,32.46,21.43,81.10,2409106.07
3042,Clanga pomarina,Accipitridae,Accipitriformes,AVIBASE-C2565B65,9,4,5,0,4,47.3,26.9,13.4,19.5,91.6,459.3,184.8,271.0,40.6,213.0,1359.4,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Generalist,35.81,60.04,49.67,26.85,2013351.79
3164,Cryptoleucopteryx plumbea,Accipitridae,Accipitriformes,AVIBASE-A6775D0C,5,2,3,0,4,32.1,21.0,11.2,16.7,58.9,238.0,74.2,164.8,31.0,145.4,482.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-4.13,9.63,4.34,-77.68,162116.76
2998,Dryotriorchis spectabilis,Accipitridae,Accipitriformes,AVIBASE-3DA062BF,4,3,1,0,4,36.5,27.6,13.0,21.3,65.8,290.5,77.0,213.5,26.5,240.2,697.0,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-9.83,8.88,2.03,15.98,2884763.00
2972,Elanoides forficatus,Accipitridae,Accipitriformes,AVIBASE-1BAC6645,5,2,3,0,4,29.4,19.0,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Generalist,-36.81,47.17,-5.62,-60.19,13295665.49
2963,Elanus axillaris,Accipitridae,Accipitriformes,AVIBASE-67E74DD0,5,2,2,1,4,25.3,15.5,9.0,11.4,38.8,288.4,153.0,135.2,53.1,136.8,270.1,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,-43.06,-10.69,-25.69,134.44,7649038.18
2962,Elanus caeruleus,Accipitridae,Accipitriformes,AVIBASE-97C47F3E,7,3,4,0,4,30.9,16.0,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,-34.84,46.65,3.69,41.21,26685941.80
2964,Elanus leucurus,Accipitridae,Accipitriformes,AVIBASE-CAA5E106,6,0,1,5,4,25.3,15.3,8.8,10.9,31.8,294.0,120.3,168.4,41.5,170.3,346.0,Dunning,NA,NO,NA,NA,Human Modified,3,2,Carnivore,Vertivore,Aerial,-43.45,46.27,-8.72,-64.01,12522294.39
2965,Elanus scriptus,Accipitridae,Accipitriformes,AVIBASE-468F7841,4,1,1,2,4,26.2,16.2,11.8,12.0,38.3,302.2,148.8,153.5,49.2,139.8,316.0,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,-30.46,-12.04,-22.87,139.41,727463.72
3132,Erythrotriorchis buergersi,Accipitridae,Accipitriformes,AVIBASE-0C9E322E,3,1,0,2,2,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34.0,238.7,575.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,-10.48,-2.39,-5.51,142.42,152406.32
3133,Erythrotriorchis radiatus,Accipitridae,Accipitriformes,AVIBASE-235CF06A,4,2,1,1,4,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250.0,887.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,-29.57,-11.12,-17.74,138.86,1074830.71
2986,Eutriorchis astur,Accipitridae,Accipitriformes,AVIBASE-D5EF2E20,2,0,1,1,2,40.3,24.8,11.6,19.5,84.0,318.5,74.2,244.3,23.3,287.5,700.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,-21.40,-13.61,-16.44,49.12,34460.57
2966,Gampsonyx swainsonii,Accipitridae,Accipitriformes,AVIBASE-D36BA361,13,3,6,4,4,16.2,10.4,7.1,8.4,26.0,147.7,55.9,96.8,36.5,97.9,92.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial,-27.60,13.90,-8.71,-56.23,10266134.72
3175,Geranoaetus albicaudatus,Accipitridae,Accipitriformes,AVIBASE-72A83836,4,1,2,1,4,37.4,22.3,13.8,16.4,87.3,427.0,148.1,279.0,34.8,199.0,885.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Generalist,-40.32,29.69,-11.82,-58.97,9466789.11
3177,Geranoaetus melanoleucus,Accipitridae,Accipitriformes,AVIBASE-51405606,4,2,2,0,4,50.5,31.0,15.4,23.0,98.2,496.2,182.8,313.5,36.6,210.5,2378.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial,-55.98,9.54,-27.40,-60.94,6807951.84
3176,Geranoaetus polyosoma,Accipitridae,Accipitriformes,AVIBASE-2AAA7F76,11,3,4,4,4,36.3,21.1,13.0,18.3,83.4,402.0,153.3,249.8,38.1,192.8,782.6,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Aerial,-55.98,6.30,-31.98,-70.13,3165493.22
3152,Geranospiza caerulescens,Accipitridae,Accipitriformes,AVIBASE-25266E29,9,5,4,0,4,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial,-33.91,28.85,-6.64,-60.96,14333669.12
2990,Gypaetus barbatus,Accipitridae,Accipitriformes,AVIBASE-81DB7410,5,2,3,0,4,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378.0,49.5,468.0,5695.0,Dunning,NA,NO,NA,NA,Rock,3,2,Scavenger,Scavenger,Terrestrial,-31.40,51.50,34.75,76.41,8369572.33
2989,Gypohierax angolensis,Accipitridae,Accipitriformes,AVIBASE-14885C18,12,5,5,2,6,57.5,41.0,14.1,23.3,77.3,419.0,127.3,296.6,30.0,196.8,1600.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-32.46,15.30,-1.17,16.99,9715580.32
3012,Gyps africanus,Accipitridae,Accipitriformes,AVIBASE-0419DDC2,5,2,3,0,4,61.3,44.0,20.5,30.5,95.7,578.4,225.0,349.2,39.2,224.6,5433.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,-30.05,17.01,-2.52,23.47,10465544.70
3011,Gyps bengalensis,Accipitridae,Accipitriformes,AVIBASE-FC2346E6,5,2,3,0,4,64.6,47.4,22.7,32.5,99.1,551.6,214.0,337.8,38.8,213.8,4385.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,11.30,34.17,23.99,83.33,3047965.15
3015,Gyps coprotheres,Accipitridae,Accipitriformes,AVIBASE-F85BEEB4,5,1,0,4,4,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-34.81,-20.54,-27.31,27.73,671208.30
3017,Gyps fulvus,Accipitridae,Accipitriformes,AVIBASE-5D1987CE,5,4,1,0,4,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,13.36,49.36,36.30,52.81,3487541.03
3010,Gyps himalayensis,Accipitridae,Accipitriformes,AVIBASE-9BB5551E,4,1,1,2,4,82.5,55.2,23.5,34.0,115.6,759.8,269.5,490.2,35.5,339.0,9798.0,Dunning,NA,NO,NA,NA,Rock,3,1,Scavenger,Scavenger,Terrestrial,24.19,48.88,34.80,88.99,3859146.13
3013,Gyps indicus,Accipitridae,Accipitriformes,AVIBASE-C255F69A,5,2,3,0,4,71.3,44.6,20.5,29.7,99.7,585.6,223.0,360.0,38.3,235.2,5515.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,11.04,30.71,23.08,77.41,1117987.16
3016,Gyps rueppelli,Accipitridae,Accipitriformes,AVIBASE-76B512B1,4,1,3,0,4,77.9,51.5,23.0,32.5,105.7,627.8,236.0,391.8,37.6,235.8,7400.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-9.55,19.65,9.89,20.78,6445230.81
3014,Gyps tenuirostris,Accipitridae,Accipitriformes,AVIBASE-11324DC8,4,1,3,0,4,75.6,49.0,20.0,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Scavenger,Scavenger,Terrestrial,11.48,29.26,24.18,93.19,705181.48
3141,Haliaeetus albicilla,Accipitridae,Accipitriformes,AVIBASE-5A3D91D3,5,2,3,0,4,74.1,46.1,22.9,33.9,95.0,599.5,227.2,370.9,38.0,294.2,4729.3,Dunning,NA,NO,NA,NA,Rock,3,2,Carnivore,Aquatic predator,Aerial,36.21,73.65,59.89,91.01,17404346.92
3142,Haliaeetus leucocephalus,Accipitridae,Accipitriformes,AVIBASE-FED3756C,4,2,2,0,4,76.0,48.2,24.0,34.1,81.7,601.8,248.8,353.0,41.4,294.0,4700.6,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Omnivore,Generalist,24.30,69.43,54.57,-113.86,9351853.96
3136,Haliaeetus leucogaster,Accipitridae,Accipitriformes,AVIBASE-94383EEF,7,2,1,4,6,71.3,39.2,18.5,24.9,86.0,556.7,231.8,330.2,41.3,253.3,2827.0,Dunning,NA,NO,NA,NA,Coastal,2,1,Carnivore,Aquatic predator,Aerial,-43.64,26.38,-9.12,123.68,5127370.70
3140,Haliaeetus leucoryphus,Accipitridae,Accipitriformes,AVIBASE-F3CCFC18,5,2,3,0,4,63.6,39.1,19.3,28.3,95.3,566.6,241.0,322.8,42.8,290.3,2885.9,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aerial,19.59,32.57,27.12,85.70,533825.64
3143,Haliaeetus pelagicus,Accipitridae,Accipitriformes,AVIBASE-C481FB24,4,1,2,1,4,90.6,60.3,28.9,47.0,96.3,598.5,186.2,412.2,31.1,333.6,7757.0,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Generalist,48.64,65.07,58.65,151.19,1293649.63
3137,Haliaeetus sanfordi,Accipitridae,Accipitriformes,AVIBASE-4CD1AF3E,5,3,2,0,5,59.5,38.9,18.6,26.9,83.0,523.2,186.8,336.4,35.7,265.0,1980.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Generalist,-10.85,-5.01,-8.09,158.30,36124.13
3138,Haliaeetus vocifer,Accipitridae,Accipitriformes,AVIBASE-A19B0CF4,5,2,3,0,4,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366.0,33.5,228.0,3400.0,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Aquatic predator,Insessorial,-34.84,18.60,-0.96,20.97,15637883.11
3139,Haliaeetus vociferoides,Accipitridae,Accipitriformes,AVIBASE-A877BECE,5,1,4,0,4,57.0,34.4,16.6,25.1,93.3,487.2,156.2,333.0,31.9,236.8,3000.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-22.02,-11.95,-17.15,45.57,52761.99
