Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
4620,Myrmotherula iheringi,Thamnophilidae,Passeriformes,AVIBASE-87FE9014,11,4,7,0,3,14.3,8.4,3.3,3.4,15.4,49.5,10.5,42.9,20.2,26.1,8.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.53,-2.14,-7.60,-65.26,1149280.58
4611,Myrmotherula klagesi,Thamnophilidae,Passeriformes,AVIBASE-BAD49093,8,2,6,0,4,15.2,8.9,3.5,3.2,16.2,46.9,5.1,42.9,10.7,28.6,7.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.75,1.76,-2.19,-58.80,56287.31
4612,Myrmotherula longicauda,Thamnophilidae,Passeriformes,AVIBASE-61451A0A,17,8,9,0,4,15.7,8.6,3.4,3.1,17.7,48.0,5.2,43.3,11.0,34.5,8.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-16.90,1.50,-8.69,-73.69,153775.14
4618,Myrmotherula longipennis,Thamnophilidae,Passeriformes,AVIBASE-C80BFFF7,33,7,26,0,4,15.3,9.4,3.6,3.4,15.6,56.6,10.3,46.3,18.2,32.0,9.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.21,8.51,-2.48,-62.60,5117183.47
4613,Myrmotherula luctuosa,Thamnophilidae,Passeriformes,AVIBASE-F859ED88,8,1,6,1,4,15.0,9.3,3.3,3.5,15.9,52.1,7.8,46.1,14.6,36.8,8.5,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.10,-6.24,-17.39,-40.24,247649.40
4625,Myrmotherula menetriesii,Thamnophilidae,Passeriformes,AVIBASE-3DD03F2C,12,4,8,0,4,15.6,9.8,3.7,3.5,16.1,52.3,7.6,45.7,14.4,29.8,8.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.83,8.35,-3.50,-62.91,6331647.42
4617,Myrmotherula minor,Thamnophilidae,Passeriformes,AVIBASE-5CCA0332,8,4,4,0,4,12.7,7.7,3.1,3.4,15.4,47.9,5.0,43.5,10.4,29.1,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-26.31,-16.81,-22.98,-44.63,4980.73
4608,Myrmotherula multostriata,Thamnophilidae,Passeriformes,AVIBASE-EA002FFA,12,6,6,0,4,14.0,8.4,3.2,3.0,15.2,46.9,4.8,42.6,9.8,23.0,8.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-15.28,5.97,-6.12,-62.96,4644153.98
4609,Myrmotherula pacifica,Thamnophilidae,Passeriformes,AVIBASE-9E1460BD,10,4,6,0,4,15.3,9.7,3.6,3.2,17.5,50.6,5.4,46.1,10.7,28.0,10.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-2.81,9.62,5.75,-76.77,236644.01
4615,Myrmotherula schisticolor,Thamnophilidae,Passeriformes,AVIBASE-CF8A3394,12,6,6,0,5,15.5,8.2,3.3,3.4,15.6,54.9,7.3,48.7,13.4,36.9,9.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.90,17.22,4.80,-78.01,534175.27
4606,Myrmotherula sclateri,Thamnophilidae,Passeriformes,AVIBASE-A5AC7DC8,8,3,5,0,4,14.9,9.2,3.2,3.1,16.4,44.3,6.0,39.8,13.2,22.0,8.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.98,-1.76,-7.99,-62.24,2651999.98
4623,Myrmotherula snowi,Thamnophilidae,Passeriformes,AVIBASE-E26BC06E,7,3,4,0,4,13.9,9.1,3.5,3.8,14.2,51.3,6.0,46.8,11.4,32.6,9.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.28,-9.13,-9.20,-35.90,197.95
4616,Myrmotherula sunensis,Thamnophilidae,Passeriformes,AVIBASE-69BFD823,12,6,6,0,4,12.5,8.0,3.3,3.4,15.0,52.2,7.9,45.8,14.8,26.4,9.4,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.57,3.21,-2.11,-74.62,178742.40
4607,Myrmotherula surinamensis,Thamnophilidae,Passeriformes,AVIBASE-C6635857,9,4,5,0,4,15.2,9.2,3.4,3.1,16.9,49.1,6.0,43.9,12.1,23.8,8.3,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,-2.46,9.05,3.75,-59.91,1277565.14
4622,Myrmotherula unicolor,Thamnophilidae,Passeriformes,AVIBASE-1A166C56,10,4,6,0,4,12.4,7.7,3.0,3.1,15.8,48.2,6.2,43.7,12.9,35.6,11.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.87,-22.15,-25.56,-47.48,69111.62
4619,Myrmotherula urosticta,Thamnophilidae,Passeriformes,AVIBASE-7C4DDF9C,8,2,4,2,5,12.9,9.0,3.4,3.3,14.6,50.3,5.5,44.4,10.9,30.2,8.4,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.41,-12.59,-17.55,-39.82,3033.06
4580,Neoctantes niger,Thamnophilidae,Passeriformes,AVIBASE-65C3F16E,12,5,4,3,3,20.1,12.2,4.5,6.8,23.9,74.2,8.1,68.7,10.7,54.3,32.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.54,1.99,-3.45,-71.27,1350489.13
4755,Oneillornis lunulatus,Thamnophilidae,Passeriformes,AVIBASE-C3D6FB50,7,3,4,0,3,19.4,12.0,4.6,4.7,24.6,72.5,8.6,64.0,12.0,42.8,23.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.69,0.16,-3.93,-75.58,297195.91
4754,Oneillornis salvini,Thamnophilidae,Passeriformes,AVIBASE-CE51E244,28,14,14,0,4,19.0,11.4,4.6,4.6,25.5,70.7,11.6,60.0,16.5,45.1,25.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.45,-2.59,-8.03,-68.24,1355133.04
4802,Percnostola arenarum,Thamnophilidae,Passeriformes,AVIBASE-83E8F82F,7,4,3,0,4,19.4,11.6,4.6,4.9,27.6,65.5,7.4,59.5,11.3,50.3,23.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.62,-3.62,-4.16,-74.34,8817.12
4801,Percnostola rufifrons,Thamnophilidae,Passeriformes,AVIBASE-B8FE31D0,18,8,9,1,5,20.5,12.2,5.0,5.4,28.2,71.2,10.7,62.7,15.0,56.5,23.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.59,7.16,1.45,-58.72,1139425.12
4745,Phaenostictus mcleannani,Thamnophilidae,Passeriformes,AVIBASE-C2AB74DB,8,4,4,0,4,23.4,13.9,5.1,6.9,32.2,89.8,12.5,79.1,13.7,83.2,51.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.02,16.03,9.04,-81.10,254363.89
4752,Phlegopsis borbae,Thamnophilidae,Passeriformes,AVIBASE-1154B900,10,5,5,0,6,20.8,12.1,4.9,6.4,31.3,83.5,9.2,75.4,11.2,55.2,50.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.35,-2.22,-5.55,-58.57,234463.48
4753,Phlegopsis erythroptera,Thamnophilidae,Passeriformes,AVIBASE-17870D49,9,4,4,1,4,21.2,12.1,4.9,5.9,33.3,92.6,10.3,84.1,11.1,65.0,54.6,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Insessorial,-11.90,3.48,-3.71,-68.94,2093169.39
4751,Phlegopsis nigromaculata,Thamnophilidae,Passeriformes,AVIBASE-6FC078E5,16,5,7,4,8,21.1,11.6,4.7,5.7,30.8,86.8,9.7,78.0,11.1,57.6,45.2,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Insessorial,-17.79,3.49,-6.92,-62.91,3887704.81
4746,Pithys albifrons,Thamnophilidae,Passeriformes,AVIBASE-A7350D05,9,4,5,0,4,18.4,11.6,4.4,4.4,22.1,69.6,11.1,59.7,15.6,37.9,19.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.22,8.34,0.63,-64.87,3102848.35
4747,Pithys castaneus,Thamnophilidae,Passeriformes,AVIBASE-2F653920,4,2,2,0,4,18.8,11.9,4.8,5.3,23.6,79.5,9.9,69.6,12.4,53.8,29.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.86,-4.25,-4.65,-77.08,215.51
4784,Poliocrania exsul,Thamnophilidae,Passeriformes,AVIBASE-53288223,35,12,21,2,6,21.1,12.5,5.0,5.1,29.0,66.6,4.9,61.0,7.3,47.3,26.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,7.21,15.88,11.20,-82.84,160398.77
4783,Poliocrania maculifer,Thamnophilidae,Passeriformes,AVIBASE-22CDCC04,10,1,9,0,0,20.3,11.3,4.9,4.9,27.1,63.5,4.9,59.2,7.3,46.6,26.5,DataFromSplit,NA,YES,Kipp's Distance; Hand-Wing Index,Poliocrania exsul,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.58,9.21,4.88,-76.83,196850.61
4810,Pygiptila stellaris,Thamnophilidae,Passeriformes,AVIBASE-E57EE0ED,14,7,7,0,8,21.9,13.7,6.3,6.8,20.0,76.8,9.4,67.6,12.3,40.5,24.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.61,7.42,-3.77,-64.02,4691696.06
4799,Pyriglena atra,Thamnophilidae,Passeriformes,AVIBASE-0ED689BD,9,3,5,1,4,18.4,11.1,4.5,5.4,28.0,76.4,7.0,70.6,8.9,72.8,32.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.64,-11.17,-12.11,-38.05,4969.97
4797,Pyriglena leuconota,Thamnophilidae,Passeriformes,AVIBASE-DB77A262,54,22,31,1,12,19.9,11.1,4.6,5.6,30.1,75.6,7.0,69.2,9.2,75.5,32.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.11,2.14,-9.69,-55.78,1982603.49
4798,Pyriglena leucoptera,Thamnophilidae,Passeriformes,AVIBASE-95AE2108,15,5,10,0,4,18.9,11.0,4.2,5.1,29.7,78.0,8.2,71.2,10.3,75.7,28.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.94,-13.38,-22.45,-48.41,1228571.50
4760,Rhegmatorhina berlepschi,Thamnophilidae,Passeriformes,AVIBASE-3B465A69,8,3,5,0,4,17.8,11.9,5.0,5.1,27.7,78.7,9.4,70.9,11.7,53.3,31.3,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.93,-1.94,-3.46,-56.59,68143.22
4762,Rhegmatorhina cristata,Thamnophilidae,Passeriformes,AVIBASE-4CFC491A,7,4,3,0,4,20.0,12.6,5.0,5.2,28.0,75.1,8.6,68.1,11.7,55.0,31.2,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.82,1.79,-0.61,-67.06,267428.70
4759,Rhegmatorhina gymnops,Thamnophilidae,Passeriformes,AVIBASE-B02C4DCC,10,4,5,1,4,18.9,11.9,4.7,4.9,26.8,76.5,7.9,68.6,10.4,50.0,28.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.50,-1.68,-5.23,-54.89,157613.65
4761,Rhegmatorhina hoffmannsi,Thamnophilidae,Passeriformes,AVIBASE-219B34AC,7,3,4,0,4,19.4,12.2,4.7,5.0,28.4,78.9,9.8,68.8,12.2,50.8,31.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.08,-3.36,-9.68,-59.74,646225.64
4763,Rhegmatorhina melanosticta,Thamnophilidae,Passeriformes,AVIBASE-64B07D94,12,5,5,2,4,19.0,12.0,4.6,5.2,27.5,77.1,9.6,68.6,12.3,48.9,31.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.33,2.99,-6.36,-70.53,1909667.49
4630,Rhopias gularis,Thamnophilidae,Passeriformes,AVIBASE-C040B92F,9,2,6,1,4,15.4,8.6,3.3,3.4,15.7,51.8,5.6,46.9,11.0,32.5,11.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.72,-18.12,-23.53,-47.90,500928.79
4800,Rhopornis ardesiacus,Thamnophilidae,Passeriformes,AVIBASE-48150C82,5,1,4,0,1,20.8,11.8,4.1,4.7,31.3,71.1,3.4,61.8,4.9,87.7,26.3,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-16.10,-13.08,-13.79,-40.16,2437.29
4673,Sakesphorus canadensis,Thamnophilidae,Passeriformes,AVIBASE-7608AA0E,9,3,6,0,4,22.6,13.2,6.0,6.4,24.2,71.8,6.9,66.4,9.4,56.6,24.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-8.53,11.51,4.58,-64.65,1626726.49
4675,Sakesphorus cristatus,Thamnophilidae,Passeriformes,AVIBASE-72E82D9C,16,11,5,0,4,17.4,11.1,5.7,5.6,23.4,66.9,6.2,60.4,9.7,58.3,17.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-19.29,-2.84,-10.41,-40.64,1141026.65
4676,Sakesphorus luctuosus,Thamnophilidae,Passeriformes,AVIBASE-CFAC40E2,9,2,3,4,4,24.1,14.0,6.1,6.9,25.0,79.3,8.5,71.9,10.6,65.4,31.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.16,1.20,-6.34,-54.76,1618420.86
4674,Sakesphorus pulchellus,Thamnophilidae,Passeriformes,AVIBASE-1CBE36EF,3,1,2,0,0,22.6,12.0,6.1,7.1,26.0,69.9,6.9,66.7,9.4,60.0,24.4,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Hand-Wing Index,Sakesphorus canadensis,Woodland,2,1,Carnivore,Invertivore,Insessorial,5.80,12.49,9.34,-73.38,267640.98
4719,Sciaphylax castanea,Thamnophilidae,Passeriformes,AVIBASE-30B38306,8,4,4,0,4,15.9,9.1,3.8,3.9,24.1,56.7,4.2,53.0,7.3,40.7,16.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.04,0.98,-2.64,-76.34,211133.72
4718,Sciaphylax hemimelaena,Thamnophilidae,Passeriformes,AVIBASE-34774DAD,30,16,14,0,7,16.5,9.1,3.9,3.8,23.4,54.6,7.0,47.9,12.8,37.5,16.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.12,-1.93,-9.28,-65.12,2503854.83
4774,Sclateria naevia,Thamnophilidae,Passeriformes,AVIBASE-54F437ED,10,4,6,0,4,24.5,14.9,4.2,4.4,25.2,68.6,8.7,61.3,12.8,51.5,24.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.98,10.84,-2.47,-62.01,5202849.77
4786,Sipia berlepschi,Thamnophilidae,Passeriformes,AVIBASE-C68B58B6,5,1,4,0,0,21.5,12.6,5.1,5.5,25.6,64.3,5.2,58.4,8.2,43.9,25.6,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,0.54,6.55,3.42,-77.64,55751.32
4789,Sipia laemosticta,Thamnophilidae,Passeriformes,AVIBASE-0145FE4C,7,4,3,0,4,18.4,10.9,4.3,4.5,26.0,61.3,5.2,56.1,8.4,44.2,25.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,7.25,11.09,8.91,-79.74,36688.84
4787,Sipia nigricauda,Thamnophilidae,Passeriformes,AVIBASE-48C31429,5,3,1,1,4,19.1,11.7,4.9,5.0,28.2,64.0,5.8,59.0,8.9,52.3,24.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.46,6.32,1.72,-78.27,64675.02
4788,Sipia palliata,Thamnophilidae,Passeriformes,AVIBASE-E492E478,8,2,6,0,4,20.4,11.6,4.6,4.7,26.7,66.7,7.0,59.8,10.3,45.7,25.0,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,5.24,9.87,7.47,-74.00,88370.30
4666,Taraba major,Thamnophilidae,Passeriformes,AVIBASE-0776F498,43,21,22,0,5,26.3,16.9,7.0,10.2,33.7,90.6,4.8,87.1,5.2,81.0,59.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-31.57,18.76,-7.52,-59.33,12899627.84
4628,Terenura maculata,Thamnophilidae,Passeriformes,AVIBASE-0EA5831A,9,2,2,5,3,13.8,8.6,2.6,2.9,15.6,43.3,3.6,39.7,8.2,41.1,6.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-28.03,-13.26,-22.45,-47.40,783959.13
4627,Terenura sicki,Thamnophilidae,Passeriformes,AVIBASE-DC0B8364,6,3,3,0,5,13.0,8.0,3.0,2.7,14.3,43.9,4.0,39.8,9.0,38.5,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.37,-7.50,-9.03,-36.03,132.40
4812,Thamnistes aequatorialis,Thamnophilidae,Passeriformes,AVIBASE-9695962D,4,2,2,0,0,23.3,12.2,5.9,6.0,19.7,73.3,11.1,62.4,16.2,69.2,20.7,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Hand-Wing Index,Thamnistes anabatinus,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.08,7.42,-8.77,-73.89,208220.52
4811,Thamnistes anabatinus,Thamnophilidae,Passeriformes,AVIBASE-A56F4E94,11,6,5,0,4,23.3,12.7,6.0,6.3,20.0,68.1,11.1,58.0,16.2,53.3,20.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.92,17.82,11.52,-84.62,398111.82
4633,Thamnomanes ardesiacus,Thamnophilidae,Passeriformes,AVIBASE-32180749,18,7,11,0,4,18.1,10.9,5.0,5.2,18.7,70.2,11.9,58.6,17.0,50.2,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.63,9.21,-0.27,-64.94,3380827.14
4635,Thamnomanes caesius,Thamnophilidae,Passeriformes,AVIBASE-E717D293,13,6,7,0,8,18.5,10.8,5.6,4.9,17.5,69.9,9.0,61.5,12.7,62.5,15.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.16,7.91,-3.85,-58.61,6049355.84
4634,Thamnomanes saturninus,Thamnophilidae,Passeriformes,AVIBASE-161229C0,9,5,3,1,4,19.4,11.5,5.4,5.3,18.9,70.8,10.4,60.3,15.1,49.9,20.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.49,-1.90,-7.10,-64.21,1364638.56
4636,Thamnomanes schistogynus,Thamnophilidae,Passeriformes,AVIBASE-CB05DF07,14,7,4,3,4,17.6,10.4,5.2,4.8,17.6,68.4,8.9,60.3,13.2,62.0,17.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,-2.44,-8.96,-69.84,1226196.42
4702,Thamnophilus aethiops,Thamnophilidae,Passeriformes,AVIBASE-2ABCDA03,27,12,15,0,8,19.3,11.4,5.2,6.5,21.5,71.9,8.9,63.8,12.5,59.3,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.58,7.56,-5.65,-62.91,4946417.18
4706,Thamnophilus amazonicus,Thamnophilidae,Passeriformes,AVIBASE-80DBA1ED,13,6,7,0,8,19.9,11.2,5.2,5.8,20.1,69.7,7.4,63.6,10.4,59.2,18.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.05,7.11,-4.65,-60.79,6192801.73
4699,Thamnophilus ambiguus,Thamnophilidae,Passeriformes,AVIBASE-69CB03CA,9,4,3,2,4,19.0,10.5,4.7,6.3,23.4,67.9,6.4,61.3,9.7,56.5,23.4,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.10,-10.69,-19.23,-41.28,209875.65
4703,Thamnophilus aroyae,Thamnophilidae,Passeriformes,AVIBASE-360A0ADB,11,6,4,1,4,18.4,10.0,4.8,5.9,23.3,64.9,6.8,58.7,10.4,54.3,20.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.69,-13.62,-15.55,-67.53,62450.08
4688,Thamnophilus atrinucha,Thamnophilidae,Passeriformes,AVIBASE-E61CE100,59,28,29,2,7,19.4,12.8,5.4,6.4,21.8,67.9,6.4,62.1,9.2,56.1,23.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.09,16.62,8.29,-78.19,583507.07
4685,Thamnophilus bernardi,Thamnophilidae,Passeriformes,AVIBASE-1E1D9DB7,9,4,5,0,4,23.3,13.2,5.1,7.5,29.1,80.1,6.9,72.8,8.7,66.7,34.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,-9.71,-0.16,-4.64,-80.06,102383.98
4687,Thamnophilus bridgesi,Thamnophilidae,Passeriformes,AVIBASE-09D24802,28,14,14,0,4,28.5,13.5,6.1,6.8,22.1,73.2,7.0,67.4,9.4,73.0,27.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,7.20,10.68,8.72,-82.77,28247.58
4700,Thamnophilus caerulescens,Thamnophilidae,Passeriformes,AVIBASE-6153F5B7,32,15,14,3,7,17.1,9.6,4.5,6.0,22.6,69.4,6.8,63.6,9.7,62.6,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-34.98,-3.00,-22.55,-53.73,3969673.89
4693,Thamnophilus cryptoleucus,Thamnophilidae,Passeriformes,AVIBASE-E211C587,7,3,4,0,4,24.4,13.8,5.8,7.0,25.6,76.5,9.4,69.2,12.3,60.7,27.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.98,-0.27,-4.09,-69.90,203477.44
4708,Thamnophilus divisorius,Thamnophilidae,Passeriformes,AVIBASE-CB889A42,7,3,4,0,7,20.8,12.1,4.4,5.5,20.6,74.1,6.8,67.3,9.1,59.7,22.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.46,-6.94,-7.21,-74.07,938.37
4677,Thamnophilus doliatus,Thamnophilidae,Passeriformes,AVIBASE-484E85E3,42,11,31,0,4,19.2,11.9,5.6,6.6,26.4,71.2,6.6,67.1,9.0,62.9,27.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,-27.52,23.80,-6.53,-59.31,10725968.40
4707,Thamnophilus insignis,Thamnophilidae,Passeriformes,AVIBASE-FC2ABAE9,11,3,6,2,4,19.2,11.1,5.0,5.9,23.1,73.3,8.2,67.6,10.7,68.8,24.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,0.76,6.17,4.41,-64.41,143229.40
4704,Thamnophilus melanonotus,Thamnophilidae,Passeriformes,AVIBASE-B72A9344,6,3,3,0,5,21.0,12.3,5.0,6.6,24.8,75.9,6.6,69.8,8.7,62.8,25.5,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,7.29,12.46,10.53,-72.10,113947.78
4705,Thamnophilus melanothorax,Thamnophilidae,Passeriformes,AVIBASE-4AEAE517,9,4,4,1,4,23.4,12.8,5.8,7.2,24.7,78.3,5.9,72.7,7.4,69.5,31.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.07,6.00,3.17,-54.61,301847.86
4682,Thamnophilus multistriatus,Thamnophilidae,Passeriformes,AVIBASE-33EA04F1,14,8,6,0,4,20.0,11.7,5.7,6.1,25.3,71.6,6.7,66.1,9.4,66.5,27.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,0.96,10.81,4.80,-75.36,121617.79
4690,Thamnophilus murinus,Thamnophilidae,Passeriformes,AVIBASE-AE3CEAED,9,4,5,0,4,20.3,12.2,5.1,5.6,19.3,62.8,9.1,55.4,14.0,50.7,19.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.25,8.41,-1.88,-65.21,4198741.88
4691,Thamnophilus nigriceps,Thamnophilidae,Passeriformes,AVIBASE-38B3D501,13,5,7,1,11,19.6,11.5,5.1,5.9,23.1,73.7,6.6,67.1,9.0,59.2,22.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,4.69,11.13,7.94,-75.03,210463.80
4694,Thamnophilus nigrocinereus,Thamnophilidae,Passeriformes,AVIBASE-41100533,8,4,4,0,4,24.1,13.4,5.5,6.8,24.8,77.7,5.8,71.3,7.4,57.5,30.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.82,7.93,0.21,-61.18,1467713.70
4684,Thamnophilus palliatus,Thamnophilidae,Passeriformes,AVIBASE-66CBE0A3,13,6,7,0,4,21.4,11.3,5.7,6.1,24.9,70.6,8.0,64.3,11.2,65.9,27.0,Updated_literature,BoW,NO,NA,NA,Human Modified,2,1,Carnivore,Invertivore,Insessorial,-23.10,-0.58,-10.67,-56.31,2542297.14
4698,Thamnophilus pelzelni,Thamnophilidae,Passeriformes,AVIBASE-220DDF4B,15,9,6,0,4,16.6,10.1,4.3,6.2,21.7,68.5,6.5,60.9,9.7,58.0,20.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.13,-2.25,-12.85,-45.89,2622762.30
4692,Thamnophilus praecox,Thamnophilidae,Passeriformes,AVIBASE-21C497F4,5,3,2,0,1,20.5,11.3,5.3,6.2,24.1,75.0,5.0,57.8,6.8,63.8,29.5,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.94,-0.17,-0.55,-75.99,7704.87
